,node_number,Orbit_type_I,Orbit_type_II,two_Orbit_type
26500,26500,72,35,3572
26501,26501,18,19,1819
26502,26502,15,19,1519
26503,26503,15,19,1519
26504,26504,22,19,1922
26505,26505,18,15,1518
26506,26506,72,35,3572
26507,26507,0,35,035
26508,26508,18,15,1518
26509,26509,15,19,1519
26510,26510,0,1,01
26511,26511,18,15,1518
26512,26512,18,16,1618
26513,26513,15,1,115
26514,26514,72,35,3572
26515,26515,19,16,1619
26516,26516,21,16,1621
26517,26517,72,35,3572
26518,26518,19,18,1819
26519,26519,18,15,1518
26520,26520,72,35,3572
26521,26521,15,19,1519
26522,26522,72,35,3572
26523,26523,19,15,1519
26524,26524,72,35,3572
26525,26525,18,16,1618
26526,26526,19,22,1922
26527,26527,19,18,1819
26528,26528,15,19,1519
26529,26529,72,35,3572
26530,26530,22,19,1922
26531,26531,19,24,1924
26532,26532,72,35,3572
26533,26533,18,15,1518
26534,26534,16,18,1618
26535,26535,18,19,1819
26536,26536,0,35,035
26537,26537,15,18,1518
26538,26538,18,15,1518
26539,26539,72,35,3572
26540,26540,15,19,1519
26541,26541,15,19,1519
26542,26542,32,26,2632
26543,26543,72,35,3572
26544,26544,72,35,3572
26545,26545,15,18,1518
26546,26546,18,15,1518
26547,26547,22,19,1922
26548,26548,22,19,1922
26549,26549,15,16,1516
26550,26550,72,35,3572
26551,26551,15,18,1518
26552,26552,18,19,1819
26553,26553,0,35,035
26554,26554,22,18,1822
26555,26555,72,35,3572
26556,26556,72,35,3572
26557,26557,72,35,3572
26558,26558,72,35,3572
26559,26559,72,35,3572
26560,26560,72,35,3572
26561,26561,22,19,1922
26562,26562,15,16,1516
26563,26563,18,15,1518
26564,26564,22,18,1822
26565,26565,72,35,3572
26566,26566,72,35,3572
26567,26567,18,15,1518
26568,26568,18,15,1518
26569,26569,15,18,1518
26570,26570,72,35,3572
26571,26571,72,35,3572
26572,26572,72,35,3572
26573,26573,22,19,1922
26574,26574,15,18,1518
26575,26575,22,19,1922
26576,26576,18,15,1518
26577,26577,15,18,1518
26578,26578,15,18,1518
26579,26579,18,19,1819
26580,26580,22,19,1922
26581,26581,15,18,1518
26582,26582,18,15,1518
26583,26583,18,16,1618
26584,26584,72,35,3572
26585,26585,18,15,1518
26586,26586,18,15,1518
26587,26587,16,15,1516
26588,26588,72,35,3572
26589,26589,18,19,1819
26590,26590,72,35,3572
26591,26591,18,15,1518
26592,26592,72,35,3572
26593,26593,15,18,1518
26594,26594,15,19,1519
26595,26595,15,16,1516
26596,26596,15,18,1518
26597,26597,72,35,3572
26598,26598,0,1,01
26599,26599,18,19,1819
26600,26600,18,15,1518
26601,26601,18,15,1518
26602,26602,72,35,3572
26603,26603,22,19,1922
26604,26604,15,18,1518
26605,26605,15,19,1519
26606,26606,18,19,1819
26607,26607,72,35,3572
26608,26608,18,16,1618
26609,26609,18,15,1518
26610,26610,15,18,1518
26611,26611,18,15,1518
26612,26612,19,4,419
26613,26613,20,15,1520
26614,26614,22,19,1922
26615,26615,72,35,3572
26616,26616,15,18,1518
26617,26617,18,16,1618
26618,26618,18,15,1518
26619,26619,16,15,1516
26620,26620,18,15,1518
26621,26621,19,4,419
26622,26622,22,19,1922
26623,26623,15,18,1518
26624,26624,0,35,035
26625,26625,22,32,2232
26626,26626,72,35,3572
26627,26627,72,35,3572
26628,26628,15,18,1518
26629,26629,72,35,3572
26630,26630,18,15,1518
26631,26631,18,19,1819
26632,26632,15,19,1519
26633,26633,0,1,01
26634,26634,18,15,1518
26635,26635,15,4,415
26636,26636,15,19,1519
26637,26637,72,35,3572
26638,26638,15,19,1519
26639,26639,18,15,1518
26640,26640,0,35,035
26641,26641,15,18,1518
26642,26642,20,19,1920
26643,26643,15,18,1518
26644,26644,19,29,1929
26645,26645,18,15,1518
26646,26646,18,19,1819
26647,26647,10,26,1026
26648,26648,72,35,3572
26649,26649,72,35,3572
26650,26650,18,15,1518
26651,26651,19,22,1922
26652,26652,18,15,1518
26653,26653,0,2,02
26654,26654,22,19,1922
26655,26655,22,18,1822
26656,26656,72,35,3572
26657,26657,15,18,1518
26658,26658,18,15,1518
26659,26659,15,16,1516
26660,26660,18,15,1518
26661,26661,18,15,1518
26662,26662,15,19,1519
26663,26663,18,16,1618
26664,26664,15,18,1518
26665,26665,0,5,05
26666,26666,18,15,1518
26667,26667,22,19,1922
26668,26668,15,0,015
26669,26669,0,35,035
26670,26670,15,5,515
26671,26671,15,18,1518
26672,26672,18,16,1618
26673,26673,18,16,1618
26674,26674,22,19,1922
26675,26675,22,19,1922
26676,26676,72,35,3572
26677,26677,15,18,1518
26678,26678,18,19,1819
26679,26679,0,1,01
26680,26680,15,18,1518
26681,26681,18,15,1518
26682,26682,15,19,1519
26683,26683,0,1,01
26684,26684,1,6,16
26685,26685,18,15,1518
26686,26686,18,22,1822
26687,26687,18,15,1518
26688,26688,18,15,1518
26689,26689,0,35,035
26690,26690,18,15,1518
26691,26691,15,18,1518
26692,26692,72,35,3572
26693,26693,18,15,1518
26694,26694,18,15,1518
26695,26695,22,19,1922
26696,26696,20,19,1920
26697,26697,15,18,1518
26698,26698,15,19,1519
26699,26699,72,35,3572
26700,26700,19,22,1922
26701,26701,72,35,3572
26702,26702,72,35,3572
26703,26703,15,18,1518
26704,26704,18,15,1518
26705,26705,18,15,1518
26706,26706,72,35,3572
26707,26707,72,35,3572
26708,26708,18,15,1518
26709,26709,72,35,3572
26710,26710,22,19,1922
26711,26711,18,15,1518
26712,26712,15,19,1519
26713,26713,15,19,1519
26714,26714,18,15,1518
26715,26715,22,15,1522
26716,26716,18,15,1518
26717,26717,18,16,1618
26718,26718,19,22,1922
26719,26719,72,35,3572
26720,26720,18,15,1518
26721,26721,15,29,1529
26722,26722,0,35,035
26723,26723,72,35,3572
26724,26724,22,19,1922
26725,26725,0,35,035
26726,26726,19,15,1519
26727,26727,0,1,01
26728,26728,18,15,1518
26729,26729,18,22,1822
26730,26730,22,20,2022
26731,26731,16,5,516
26732,26732,18,15,1518
26733,26733,72,35,3572
26734,26734,72,35,3572
26735,26735,22,15,1522
26736,26736,22,19,1922
26737,26737,15,16,1516
26738,26738,72,35,3572
26739,26739,18,19,1819
26740,26740,22,19,1922
26741,26741,15,19,1519
26742,26742,18,15,1518
26743,26743,15,16,1516
26744,26744,15,18,1518
26745,26745,22,18,1822
26746,26746,22,18,1822
26747,26747,72,35,3572
26748,26748,22,19,1922
26749,26749,22,19,1922
26750,26750,72,35,3572
26751,26751,19,22,1922
26752,26752,18,15,1518
26753,26753,22,18,1822
26754,26754,15,19,1519
26755,26755,18,15,1518
26756,26756,0,35,035
26757,26757,18,19,1819
26758,26758,15,18,1518
26759,26759,15,19,1519
26760,26760,18,15,1518
26761,26761,22,19,1922
26762,26762,18,19,1819
26763,26763,15,19,1519
26764,26764,72,35,3572
26765,26765,22,19,1922
26766,26766,72,35,3572
26767,26767,72,35,3572
26768,26768,18,15,1518
26769,26769,15,19,1519
26770,26770,22,19,1922
26771,26771,15,18,1518
26772,26772,15,18,1518
26773,26773,15,18,1518
26774,26774,0,1,01
26775,26775,72,35,3572
26776,26776,22,19,1922
26777,26777,72,35,3572
26778,26778,18,16,1618
26779,26779,18,15,1518
26780,26780,15,19,1519
26781,26781,18,22,1822
26782,26782,18,15,1518
26783,26783,19,15,1519
26784,26784,1,0,01
26785,26785,15,19,1519
26786,26786,18,15,1518
26787,26787,72,35,3572
26788,26788,72,35,3572
26789,26789,72,35,3572
26790,26790,4,19,419
26791,26791,0,1,01
26792,26792,15,18,1518
26793,26793,15,19,1519
26794,26794,72,35,3572
26795,26795,18,15,1518
26796,26796,72,35,3572
26797,26797,15,19,1519
26798,26798,72,35,3572
26799,26799,15,19,1519
26800,26800,19,15,1519
26801,26801,22,18,1822
26802,26802,18,15,1518
26803,26803,18,15,1518
26804,26804,19,15,1519
26805,26805,0,35,035
26806,26806,15,18,1518
26807,26807,72,35,3572
26808,26808,18,15,1518
26809,26809,18,15,1518
26810,26810,18,15,1518
26811,26811,15,0,015
26812,26812,15,19,1519
26813,26813,19,18,1819
26814,26814,18,15,1518
26815,26815,22,19,1922
26816,26816,0,35,035
26817,26817,15,19,1519
26818,26818,15,19,1519
26819,26819,18,15,1518
26820,26820,22,15,1522
26821,26821,18,15,1518
26822,26822,15,22,1522
26823,26823,18,15,1518
26824,26824,22,18,1822
26825,26825,15,18,1518
26826,26826,72,35,3572
26827,26827,22,19,1922
26828,26828,22,19,1922
26829,26829,22,19,1922
26830,26830,72,35,3572
26831,26831,18,15,1518
26832,26832,18,15,1518
26833,26833,18,19,1819
26834,26834,72,35,3572
26835,26835,72,35,3572
26836,26836,18,15,1518
26837,26837,18,15,1518
26838,26838,15,18,1518
26839,26839,15,18,1518
26840,26840,72,35,3572
26841,26841,18,15,1518
26842,26842,72,35,3572
26843,26843,15,18,1518
26844,26844,18,15,1518
26845,26845,18,15,1518
26846,26846,18,15,1518
26847,26847,18,15,1518
26848,26848,18,15,1518
26849,26849,72,35,3572
26850,26850,72,35,3572
26851,26851,15,18,1518
26852,26852,15,18,1518
26853,26853,72,35,3572
26854,26854,18,15,1518
26855,26855,72,35,3572
26856,26856,15,19,1519
26857,26857,18,15,1518
26858,26858,72,35,3572
26859,26859,18,15,1518
26860,26860,18,19,1819
26861,26861,15,19,1519
26862,26862,18,19,1819
26863,26863,22,19,1922
26864,26864,22,19,1922
26865,26865,15,18,1518
26866,26866,0,35,035
26867,26867,15,18,1518
26868,26868,72,35,3572
26869,26869,72,35,3572
26870,26870,18,15,1518
26871,26871,72,35,3572
26872,26872,18,22,1822
26873,26873,22,15,1522
26874,26874,22,18,1822
26875,26875,22,19,1922
26876,26876,72,35,3572
26877,26877,18,15,1518
26878,26878,15,18,1518
26879,26879,22,19,1922
26880,26880,18,15,1518
26881,26881,15,18,1518
26882,26882,18,15,1518
26883,26883,5,0,05
26884,26884,22,18,1822
26885,26885,15,18,1518
26886,26886,22,19,1922
26887,26887,72,35,3572
26888,26888,22,19,1922
26889,26889,72,35,3572
26890,26890,18,15,1518
26891,26891,15,18,1518
26892,26892,0,1,01
26893,26893,22,19,1922
26894,26894,15,18,1518
26895,26895,22,18,1822
26896,26896,18,15,1518
26897,26897,18,15,1518
26898,26898,22,19,1922
26899,26899,18,19,1819
26900,26900,18,15,1518
26901,26901,72,35,3572
26902,26902,15,18,1518
26903,26903,18,15,1518
26904,26904,22,15,1522
26905,26905,18,15,1518
26906,26906,72,35,3572
26907,26907,72,35,3572
26908,26908,72,35,3572
26909,26909,22,19,1922
26910,26910,18,22,1822
26911,26911,0,2,02
26912,26912,72,35,3572
26913,26913,18,15,1518
26914,26914,18,15,1518
26915,26915,18,15,1518
26916,26916,72,35,3572
26917,26917,22,15,1522
26918,26918,15,18,1518
26919,26919,18,19,1819
26920,26920,18,19,1819
26921,26921,22,19,1922
26922,26922,72,35,3572
26923,26923,22,19,1922
26924,26924,72,35,3572
26925,26925,0,35,035
26926,26926,22,18,1822
26927,26927,18,19,1819
26928,26928,0,35,035
26929,26929,0,1,01
26930,26930,15,18,1518
26931,26931,22,20,2022
26932,26932,15,22,1522
26933,26933,18,22,1822
26934,26934,0,35,035
26935,26935,18,15,1518
26936,26936,18,15,1518
26937,26937,18,19,1819
26938,26938,22,19,1922
26939,26939,22,19,1922
26940,26940,0,35,035
26941,26941,19,15,1519
26942,26942,15,19,1519
26943,26943,22,19,1922
26944,26944,18,15,1518
26945,26945,18,15,1518
26946,26946,0,35,035
26947,26947,22,19,1922
26948,26948,15,18,1518
26949,26949,72,35,3572
26950,26950,18,16,1618
26951,26951,15,22,1522
26952,26952,72,35,3572
26953,26953,72,35,3572
26954,26954,22,19,1922
26955,26955,18,15,1518
26956,26956,72,35,3572
26957,26957,18,15,1518
26958,26958,18,15,1518
26959,26959,15,19,1519
26960,26960,18,15,1518
26961,26961,15,19,1519
26962,26962,72,35,3572
26963,26963,72,35,3572
26964,26964,15,18,1518
26965,26965,15,18,1518
26966,26966,72,35,3572
26967,26967,18,19,1819
26968,26968,18,22,1822
26969,26969,22,19,1922
26970,26970,18,15,1518
26971,26971,22,19,1922
26972,26972,72,35,3572
26973,26973,18,15,1518
26974,26974,72,35,3572
26975,26975,18,15,1518
26976,26976,22,19,1922
26977,26977,72,35,3572
26978,26978,18,15,1518
26979,26979,18,15,1518
26980,26980,15,18,1518
26981,26981,22,19,1922
26982,26982,72,35,3572
26983,26983,72,35,3572
26984,26984,15,18,1518
26985,26985,15,22,1522
26986,26986,72,35,3572
26987,26987,15,19,1519
26988,26988,18,22,1822
26989,26989,22,20,2022
26990,26990,72,35,3572
26991,26991,18,16,1618
26992,26992,18,19,1819
26993,26993,22,19,1922
26994,26994,18,19,1819
26995,26995,15,18,1518
26996,26996,18,15,1518
26997,26997,15,18,1518
26998,26998,18,15,1518
26999,26999,15,18,1518
27000,27000,18,15,1518
27001,27001,18,19,1819
27002,27002,15,1,115
27003,27003,18,15,1518
27004,27004,18,15,1518
27005,27005,15,22,1522
27006,27006,22,19,1922
27007,27007,18,19,1819
27008,27008,72,35,3572
27009,27009,72,35,3572
27010,27010,22,19,1922
27011,27011,18,15,1518
27012,27012,0,35,035
27013,27013,22,19,1922
27014,27014,18,15,1518
27015,27015,72,35,3572
27016,27016,72,35,3572
27017,27017,15,18,1518
27018,27018,22,19,1922
27019,27019,18,15,1518
27020,27020,15,18,1518
27021,27021,72,35,3572
27022,27022,22,15,1522
27023,27023,72,35,3572
27024,27024,18,15,1518
27025,27025,18,15,1518
27026,27026,15,19,1519
27027,27027,18,15,1518
27028,27028,18,19,1819
27029,27029,22,19,1922
27030,27030,22,19,1922
27031,27031,15,19,1519
27032,27032,15,22,1522
27033,27033,0,35,035
27034,27034,18,15,1518
27035,27035,15,19,1519
27036,27036,18,15,1518
27037,27037,15,19,1519
27038,27038,18,15,1518
27039,27039,72,35,3572
27040,27040,72,35,3572
27041,27041,0,35,035
27042,27042,15,18,1518
27043,27043,18,15,1518
27044,27044,22,19,1922
27045,27045,22,19,1922
27046,27046,18,15,1518
27047,27047,72,35,3572
27048,27048,72,35,3572
27049,27049,72,35,3572
27050,27050,72,35,3572
27051,27051,15,18,1518
27052,27052,15,18,1518
27053,27053,15,18,1518
27054,27054,72,35,3572
27055,27055,18,22,1822
27056,27056,15,18,1518
27057,27057,22,19,1922
27058,27058,20,19,1920
27059,27059,72,35,3572
27060,27060,22,20,2022
27061,27061,72,35,3572
27062,27062,22,19,1922
27063,27063,72,35,3572
27064,27064,15,22,1522
27065,27065,22,18,1822
27066,27066,6,15,615
27067,27067,18,15,1518
27068,27068,18,15,1518
27069,27069,18,15,1518
27070,27070,72,35,3572
27071,27071,18,15,1518
27072,27072,72,35,3572
27073,27073,22,19,1922
27074,27074,18,15,1518
27075,27075,18,15,1518
27076,27076,72,35,3572
27077,27077,0,35,035
27078,27078,15,18,1518
27079,27079,15,18,1518
27080,27080,22,19,1922
27081,27081,22,19,1922
27082,27082,72,35,3572
27083,27083,22,19,1922
27084,27084,72,35,3572
27085,27085,15,18,1518
27086,27086,15,18,1518
27087,27087,72,35,3572
27088,27088,22,19,1922
27089,27089,15,18,1518
27090,27090,72,35,3572
27091,27091,22,19,1922
27092,27092,72,35,3572
27093,27093,22,15,1522
27094,27094,18,15,1518
27095,27095,18,15,1518
27096,27096,72,35,3572
27097,27097,72,35,3572
27098,27098,22,19,1922
27099,27099,15,18,1518
27100,27100,15,18,1518
27101,27101,22,19,1922
27102,27102,22,19,1922
27103,27103,15,18,1518
27104,27104,22,19,1922
27105,27105,15,18,1518
27106,27106,22,19,1922
27107,27107,18,22,1822
27108,27108,72,35,3572
27109,27109,72,35,3572
27110,27110,72,35,3572
27111,27111,15,18,1518
27112,27112,18,22,1822
27113,27113,22,19,1922
27114,27114,22,19,1922
27115,27115,15,19,1519
27116,27116,15,0,015
27117,27117,72,35,3572
27118,27118,18,15,1518
27119,27119,72,35,3572
27120,27120,15,18,1518
27121,27121,18,15,1518
27122,27122,22,19,1922
27123,27123,18,22,1822
27124,27124,18,15,1518
27125,27125,18,19,1819
27126,27126,22,19,1922
27127,27127,72,35,3572
27128,27128,15,18,1518
27129,27129,72,35,3572
27130,27130,15,18,1518
27131,27131,72,35,3572
27132,27132,15,18,1518
27133,27133,22,18,1822
27134,27134,22,19,1922
27135,27135,18,15,1518
27136,27136,18,19,1819
27137,27137,18,15,1518
27138,27138,0,35,035
27139,27139,22,19,1922
27140,27140,0,35,035
27141,27141,18,15,1518
27142,27142,15,22,1522
27143,27143,72,35,3572
27144,27144,72,35,3572
27145,27145,18,22,1822
27146,27146,22,19,1922
27147,27147,15,19,1519
27148,27148,22,19,1922
27149,27149,18,15,1518
27150,27150,22,19,1922
27151,27151,22,19,1922
27152,27152,15,18,1518
27153,27153,18,15,1518
27154,27154,19,22,1922
27155,27155,22,19,1922
27156,27156,15,19,1519
27157,27157,18,22,1822
27158,27158,15,18,1518
27159,27159,22,15,1522
27160,27160,15,18,1518
27161,27161,72,35,3572
27162,27162,72,35,3572
27163,27163,22,19,1922
27164,27164,18,19,1819
27165,27165,18,15,1518
27166,27166,72,35,3572
27167,27167,18,22,1822
27168,27168,72,35,3572
27169,27169,72,35,3572
27170,27170,72,35,3572
27171,27171,18,15,1518
27172,27172,19,15,1519
27173,27173,72,35,3572
27174,27174,18,15,1518
27175,27175,72,35,3572
27176,27176,18,22,1822
27177,27177,18,15,1518
27178,27178,22,19,1922
27179,27179,15,19,1519
27180,27180,18,22,1822
27181,27181,18,15,1518
27182,27182,15,18,1518
27183,27183,18,15,1518
27184,27184,15,18,1518
27185,27185,18,22,1822
27186,27186,18,15,1518
27187,27187,15,19,1519
27188,27188,72,35,3572
27189,27189,18,15,1518
27190,27190,15,18,1518
27191,27191,22,19,1922
27192,27192,72,35,3572
27193,27193,18,15,1518
27194,27194,22,19,1922
27195,27195,72,35,3572
27196,27196,18,15,1518
27197,27197,72,35,3572
27198,27198,15,19,1519
27199,27199,18,15,1518
27200,27200,18,15,1518
27201,27201,72,35,3572
27202,27202,22,19,1922
27203,27203,15,19,1519
27204,27204,72,35,3572
27205,27205,18,15,1518
27206,27206,18,15,1518
27207,27207,15,18,1518
27208,27208,72,35,3572
27209,27209,72,35,3572
27210,27210,72,35,3572
27211,27211,18,15,1518
27212,27212,0,35,035
27213,27213,22,15,1522
27214,27214,22,19,1922
27215,27215,22,18,1822
27216,27216,18,15,1518
27217,27217,4,1,14
27218,27218,22,19,1922
27219,27219,18,15,1518
27220,27220,72,35,3572
27221,27221,22,15,1522
27222,27222,72,35,3572
27223,27223,15,18,1518
27224,27224,22,19,1922
27225,27225,72,35,3572
27226,27226,72,35,3572
27227,27227,22,19,1922
27228,27228,22,15,1522
27229,27229,18,19,1819
27230,27230,22,19,1922
27231,27231,22,19,1922
27232,27232,22,19,1922
27233,27233,18,19,1819
27234,27234,22,19,1922
27235,27235,72,35,3572
27236,27236,18,15,1518
27237,27237,22,19,1922
27238,27238,22,19,1922
27239,27239,22,19,1922
27240,27240,18,15,1518
27241,27241,22,19,1922
27242,27242,22,19,1922
27243,27243,72,35,3572
27244,27244,72,35,3572
27245,27245,15,16,1516
27246,27246,18,15,1518
27247,27247,72,35,3572
27248,27248,18,15,1518
27249,27249,22,19,1922
27250,27250,72,35,3572
27251,27251,18,16,1618
27252,27252,72,35,3572
27253,27253,18,15,1518
27254,27254,18,15,1518
27255,27255,15,18,1518
27256,27256,18,16,1618
27257,27257,18,22,1822
27258,27258,18,19,1819
27259,27259,18,15,1518
27260,27260,18,16,1618
27261,27261,15,22,1522
27262,27262,15,0,015
27263,27263,0,35,035
27264,27264,18,22,1822
27265,27265,15,18,1518
27266,27266,18,16,1618
27267,27267,15,18,1518
27268,27268,18,15,1518
27269,27269,18,16,1618
27270,27270,72,35,3572
27271,27271,18,15,1518
27272,27272,18,15,1518
27273,27273,21,20,2021
27274,27274,22,18,1822
27275,27275,18,16,1618
27276,27276,18,15,1518
27277,27277,72,35,3572
27278,27278,18,15,1518
27279,27279,22,19,1922
27280,27280,0,35,035
27281,27281,18,22,1822
27282,27282,15,16,1516
27283,27283,22,19,1922
27284,27284,22,19,1922
27285,27285,18,16,1618
27286,27286,18,16,1618
27287,27287,72,35,3572
27288,27288,0,1,01
27289,27289,72,35,3572
27290,27290,72,35,3572
27291,27291,18,15,1518
27292,27292,22,19,1922
27293,27293,72,35,3572
27294,27294,15,22,1522
27295,27295,0,1,01
27296,27296,0,35,035
27297,27297,15,0,015
27298,27298,72,35,3572
27299,27299,72,35,3572
27300,27300,18,15,1518
27301,27301,15,4,415
27302,27302,15,19,1519
27303,27303,0,35,035
27304,27304,22,19,1922
27305,27305,18,15,1518
27306,27306,22,19,1922
27307,27307,18,15,1518
27308,27308,15,18,1518
27309,27309,18,15,1518
27310,27310,18,16,1618
27311,27311,22,18,1822
27312,27312,19,22,1922
27313,27313,18,19,1819
27314,27314,72,35,3572
27315,27315,15,18,1518
27316,27316,22,20,2022
27317,27317,2,7,27
27318,27318,15,0,015
27319,27319,18,16,1618
27320,27320,15,18,1518
27321,27321,72,35,3572
27322,27322,16,21,1621
27323,27323,18,19,1819
27324,27324,18,19,1819
27325,27325,72,35,3572
27326,27326,15,18,1518
27327,27327,15,0,015
27328,27328,18,15,1518
27329,27329,22,19,1922
27330,27330,15,0,015
27331,27331,18,15,1518
27332,27332,22,19,1922
27333,27333,22,19,1922
27334,27334,15,19,1519
27335,27335,18,15,1518
27336,27336,18,22,1822
27337,27337,15,18,1518
27338,27338,72,35,3572
27339,27339,72,35,3572
27340,27340,22,18,1822
27341,27341,18,15,1518
27342,27342,18,19,1819
27343,27343,0,35,035
27344,27344,22,19,1922
27345,27345,5,15,515
27346,27346,18,15,1518
27347,27347,22,19,1922
27348,27348,72,35,3572
27349,27349,18,16,1618
27350,27350,18,15,1518
27351,27351,22,19,1922
27352,27352,16,21,1621
27353,27353,5,0,05
27354,27354,22,20,2022
27355,27355,15,18,1518
27356,27356,0,35,035
27357,27357,18,16,1618
27358,27358,18,16,1618
27359,27359,19,15,1519
27360,27360,16,21,1621
27361,27361,16,15,1516
27362,27362,18,15,1518
27363,27363,72,35,3572
27364,27364,22,19,1922
27365,27365,15,16,1516
27366,27366,18,22,1822
27367,27367,18,15,1518
27368,27368,18,22,1822
27369,27369,0,1,01
27370,27370,15,19,1519
27371,27371,72,35,3572
27372,27372,18,15,1518
27373,27373,16,19,1619
27374,27374,22,19,1922
27375,27375,21,16,1621
27376,27376,15,18,1518
27377,27377,18,19,1819
27378,27378,15,18,1518
27379,27379,72,35,3572
27380,27380,22,15,1522
27381,27381,18,15,1518
27382,27382,22,18,1822
27383,27383,2,11,211
27384,27384,18,16,1618
27385,27385,15,19,1519
27386,27386,22,18,1822
27387,27387,15,18,1518
27388,27388,22,19,1922
27389,27389,19,15,1519
27390,27390,22,19,1922
27391,27391,18,15,1518
27392,27392,15,0,015
27393,27393,72,35,3572
27394,27394,15,22,1522
27395,27395,19,15,1519
27396,27396,18,15,1518
27397,27397,15,18,1518
27398,27398,72,35,3572
27399,27399,72,35,3572
27400,27400,15,18,1518
27401,27401,15,19,1519
27402,27402,18,15,1518
27403,27403,15,18,1518
27404,27404,0,35,035
27405,27405,18,15,1518
27406,27406,18,15,1518
27407,27407,0,35,035
27408,27408,18,15,1518
27409,27409,72,35,3572
27410,27410,18,15,1518
27411,27411,18,15,1518
27412,27412,15,18,1518
27413,27413,23,21,2123
27414,27414,22,19,1922
27415,27415,18,15,1518
27416,27416,18,16,1618
27417,27417,15,18,1518
27418,27418,18,19,1819
27419,27419,18,16,1618
27420,27420,18,15,1518
27421,27421,18,16,1618
27422,27422,15,19,1519
27423,27423,72,35,3572
27424,27424,15,18,1518
27425,27425,72,35,3572
27426,27426,1,9,19
27427,27427,18,16,1618
27428,27428,18,15,1518
27429,27429,72,35,3572
27430,27430,72,35,3572
27431,27431,18,15,1518
27432,27432,15,19,1519
27433,27433,15,18,1518
27434,27434,18,15,1518
27435,27435,21,5,521
27436,27436,15,18,1518
27437,27437,15,18,1518
27438,27438,18,22,1822
27439,27439,0,35,035
27440,27440,72,35,3572
27441,27441,72,35,3572
27442,27442,22,19,1922
27443,27443,15,18,1518
27444,27444,15,18,1518
27445,27445,0,35,035
27446,27446,15,19,1519
27447,27447,18,15,1518
27448,27448,15,16,1516
27449,27449,72,35,3572
27450,27450,18,16,1618
27451,27451,72,35,3572
27452,27452,72,35,3572
27453,27453,0,1,01
27454,27454,15,18,1518
27455,27455,18,15,1518
27456,27456,22,19,1922
27457,27457,18,16,1618
27458,27458,15,18,1518
27459,27459,15,19,1519
27460,27460,18,15,1518
27461,27461,72,35,3572
27462,27462,15,18,1518
27463,27463,18,15,1518
27464,27464,22,19,1922
27465,27465,18,15,1518
27466,27466,18,15,1518
27467,27467,72,35,3572
27468,27468,15,19,1519
27469,27469,18,22,1822
27470,27470,19,15,1519
27471,27471,22,18,1822
27472,27472,18,15,1518
27473,27473,18,16,1618
27474,27474,18,16,1618
27475,27475,18,19,1819
27476,27476,22,19,1922
27477,27477,18,15,1518
27478,27478,18,22,1822
27479,27479,15,18,1518
27480,27480,22,19,1922
27481,27481,18,19,1819
27482,27482,19,16,1619
27483,27483,18,15,1518
27484,27484,18,15,1518
27485,27485,15,18,1518
27486,27486,18,15,1518
27487,27487,72,35,3572
27488,27488,18,22,1822
27489,27489,0,35,035
27490,27490,22,19,1922
27491,27491,15,18,1518
27492,27492,18,19,1819
27493,27493,18,19,1819
27494,27494,15,18,1518
27495,27495,21,16,1621
27496,27496,72,35,3572
27497,27497,18,19,1819
27498,27498,22,19,1922
27499,27499,18,19,1819
27500,27500,18,15,1518
27501,27501,16,18,1618
27502,27502,18,15,1518
27503,27503,15,18,1518
27504,27504,32,41,3241
27505,27505,72,35,3572
27506,27506,16,21,1621
27507,27507,16,21,1621
27508,27508,22,19,1922
27509,27509,15,0,015
27510,27510,22,19,1922
27511,27511,18,15,1518
27512,27512,15,18,1518
27513,27513,22,19,1922
27514,27514,15,16,1516
27515,27515,19,15,1519
27516,27516,18,15,1518
27517,27517,22,19,1922
27518,27518,21,5,521
27519,27519,18,15,1518
27520,27520,72,35,3572
27521,27521,18,15,1518
27522,27522,18,15,1518
27523,27523,18,15,1518
27524,27524,72,35,3572
27525,27525,18,19,1819
27526,27526,15,19,1519
27527,27527,18,15,1518
27528,27528,15,19,1519
27529,27529,22,19,1922
27530,27530,18,15,1518
27531,27531,18,19,1819
27532,27532,18,15,1518
27533,27533,19,20,1920
27534,27534,15,18,1518
27535,27535,19,22,1922
27536,27536,18,15,1518
27537,27537,15,18,1518
27538,27538,18,15,1518
27539,27539,18,15,1518
27540,27540,22,19,1922
27541,27541,22,19,1922
27542,27542,22,18,1822
27543,27543,72,35,3572
27544,27544,18,19,1819
27545,27545,18,15,1518
27546,27546,15,19,1519
27547,27547,22,19,1922
27548,27548,72,35,3572
27549,27549,72,35,3572
27550,27550,15,19,1519
27551,27551,18,15,1518
27552,27552,18,19,1819
27553,27553,18,15,1518
27554,27554,15,18,1518
27555,27555,18,15,1518
27556,27556,22,19,1922
27557,27557,22,19,1922
27558,27558,15,19,1519
27559,27559,18,15,1518
27560,27560,22,19,1922
27561,27561,72,35,3572
27562,27562,22,19,1922
27563,27563,72,35,3572
27564,27564,18,15,1518
27565,27565,22,19,1922
27566,27566,19,15,1519
27567,27567,22,19,1922
27568,27568,15,19,1519
27569,27569,22,19,1922
27570,27570,22,19,1922
27571,27571,72,35,3572
27572,27572,18,15,1518
27573,27573,72,35,3572
27574,27574,18,15,1518
27575,27575,22,6,622
27576,27576,18,19,1819
27577,27577,18,15,1518
27578,27578,15,18,1518
27579,27579,18,19,1819
27580,27580,18,15,1518
