node_number,Orbit_type_I,Orbit_type_II,two_Orbit_type
1499,21,16,1621
1500,18,16,1618
1501,18,15,1518
1502,18,15,1518
1503,18,15,1518
1504,23,21,2123
1505,21,23,2123
1506,18,15,1518
1507,18,16,1618
1508,16,18,1618
1509,18,19,1819
1510,18,15,1518
1511,22,19,1922
1512,16,15,1516
1513,18,16,1618
1514,18,15,1518
1515,18,19,1819
1516,22,19,1922
1517,18,19,1819
1518,22,19,1922
1519,18,19,1819
1520,19,15,1519
1521,22,19,1922
1522,18,15,1518
1523,16,18,1618
1524,15,18,1518
1525,15,19,1519
1526,18,15,1518
1527,22,19,1922
1528,18,19,1819
1529,18,15,1518
1530,22,19,1922
1531,15,24,1524
1532,15,16,1516
1533,15,29,1529
1534,18,15,1518
1535,22,19,1922
1536,22,32,2232
1537,22,19,1922
1538,22,19,1922
1539,22,19,1922
1540,22,18,1822
1541,33,21,2133
1542,32,19,1932
1543,32,15,1532
1544,15,22,1522
1545,15,19,1519
1546,22,19,1922
1547,18,19,1819
1548,19,22,1922
1549,15,19,1519
1550,18,15,1518
1551,18,15,1518
1552,18,15,1518
1553,18,15,1518
1554,23,21,2123
1555,15,18,1518
1556,19,15,1519
1557,19,15,1519
1558,22,20,2022
1559,19,22,1922
1560,18,15,1518
1561,22,19,1922
1562,22,19,1922
1563,19,15,1519
1564,18,19,1819
1565,16,15,1516
1566,18,20,1820
1567,18,15,1518
1568,19,22,1922
1569,22,19,1922
1570,19,18,1819
1571,15,19,1519
1572,19,18,1819
1573,15,18,1518
1574,22,19,1922
1575,15,19,1519
1576,22,20,2022
1577,18,15,1518
1578,18,19,1819
1579,16,18,1618
1580,15,16,1516
1581,18,15,1518
1582,19,22,1922
1583,15,18,1518
1584,15,19,1519
1585,19,20,1920
1586,18,15,1518
1587,19,22,1922
1588,15,22,1522
1589,18,15,1518
1590,15,18,1518
1591,22,19,1922
1592,18,15,1518
1593,18,15,1518
1594,15,19,1519
1595,15,18,1518
1596,22,19,1922
1597,15,16,1516
1598,15,18,1518
1599,15,19,1519
1600,15,18,1518
1601,22,20,2022
1602,18,19,1819
1603,22,19,1922
1604,15,18,1518
1605,19,15,1519
1606,16,20,1620
1607,18,15,1518
1608,18,16,1618
1609,22,19,1922
1610,18,16,1618
1611,19,15,1519
1612,15,16,1516
1613,15,19,1519
1614,19,22,1922
1615,18,15,1518
1616,22,19,1922
1617,18,19,1819
1618,18,19,1819
1619,22,19,1922
1620,22,19,1922
1621,22,19,1922
1622,20,22,2022
1623,18,16,1618
1624,22,19,1922
1625,18,16,1618
1626,18,16,1618
1627,18,15,1518
1628,15,19,1519
1629,22,19,1922
1630,18,24,1824
1631,18,15,1518
1632,22,19,1922
1633,18,15,1518
1634,22,19,1922
1635,22,20,2022
1636,22,19,1922
1637,15,19,1519
1638,18,15,1518
1639,21,16,1621
1640,22,19,1922
1641,19,22,1922
1642,22,19,1922
1643,18,19,1819
1644,18,15,1518
1645,18,19,1819
1646,18,19,1819
1647,22,19,1922
1648,18,15,1518
1649,19,18,1819
1650,15,18,1518
1651,18,16,1618
1652,19,15,1519
1653,15,32,1532
1654,18,15,1518
1655,19,22,1922
1656,19,4,419
1657,18,16,1618
1658,19,15,1519
1659,18,15,1518
1660,18,15,1518
1661,22,19,1922
1662,18,19,1819
1663,19,22,1922
1664,15,18,1518
1665,15,1,115
1666,18,19,1819
1667,22,32,2232
1668,15,19,1519
1669,18,16,1618
1670,18,15,1518
1671,15,19,1519
1672,15,18,1518
1673,19,22,1922
1674,15,4,415
1675,18,19,1819
1676,15,16,1516
1677,18,15,1518
1678,22,19,1922
1679,22,19,1922
1680,18,15,1518
1681,22,19,1922
1682,22,19,1922
1683,19,15,1519
1684,15,19,1519
1685,18,19,1819
1686,18,15,1518
1687,22,20,2022
1688,23,21,2123
1689,18,16,1618
1690,22,19,1922
1691,22,19,1922
1692,22,19,1922
1693,22,32,2232
1694,15,18,1518
1695,19,20,1920
1696,22,19,1922
1697,22,19,1922
1698,18,22,1822
1699,18,15,1518
1700,18,19,1819
1701,15,19,1519
1702,18,19,1819
1703,15,18,1518
1704,15,16,1516
1705,22,19,1922
1706,18,15,1518
1707,18,15,1518
1708,15,19,1519
1709,18,15,1518
1710,16,18,1618
1711,18,15,1518
1712,18,16,1618
1713,22,19,1922
1714,15,19,1519
1715,18,16,1618
1716,21,20,2021
1717,15,19,1519
1718,18,19,1819
1719,18,19,1819
1720,15,19,1519
1721,22,19,1922
1722,15,18,1518
1723,15,18,1518
1724,18,15,1518
1725,22,19,1922
1726,18,15,1518
1727,22,19,1922
1728,15,18,1518
1729,19,18,1819
1730,18,16,1618
1731,16,21,1621
1732,19,15,1519
1733,15,18,1518
1734,18,19,1819
1735,18,15,1518
1736,19,22,1922
1737,19,18,1819
1738,15,19,1519
1739,18,15,1518
1740,18,22,1822
1741,19,15,1519
1742,19,15,1519
1743,15,16,1516
1744,15,19,1519
1745,15,19,1519
1746,21,20,2021
1747,15,18,1518
1748,15,18,1518
1749,15,18,1518
1750,22,20,2022
1751,18,19,1819
1752,22,19,1922
1753,15,19,1519
1754,22,19,1922
1755,15,19,1519
1756,19,22,1922
1757,15,19,1519
1758,22,20,2022
1759,22,19,1922
1760,22,19,1922
1761,22,19,1922
1762,22,19,1922
1763,22,19,1922
1764,19,15,1519
1765,19,22,1922
1766,18,19,1819
1767,18,19,1819
1768,15,16,1516
1769,19,22,1922
1770,18,19,1819
1771,18,19,1819
1772,18,15,1518
1773,22,20,2022
1774,22,19,1922
1775,18,16,1618
1776,18,16,1618
1777,18,29,1829
1778,22,20,2022
1779,18,16,1618
1780,18,16,1618
1781,15,18,1518
1782,15,18,1518
1783,21,16,1621
1784,18,24,1824
1785,18,15,1518
1786,18,19,1819
1787,19,22,1922
1788,19,22,1922
1789,18,15,1518
1790,15,4,415
1791,18,19,1819
1792,19,15,1519
1793,22,19,1922
1794,15,19,1519
1795,15,19,1519
1796,19,15,1519
1797,18,15,1518
1798,19,15,1519
1799,19,15,1519
1800,15,4,415
1801,18,15,1518
1802,18,15,1518
1803,22,19,1922
1804,18,15,1518
1805,19,15,1519
1806,15,18,1518
1807,15,18,1518
1808,19,22,1922
1809,19,22,1922
1810,15,4,415
1811,18,15,1518
1812,19,22,1922
1813,18,15,1518
1814,22,19,1922
1815,18,19,1819
1816,22,19,1922
1817,18,15,1518
1818,18,19,1819
1819,18,19,1819
1820,18,16,1618
1821,15,18,1518
1822,22,20,2022
1823,22,20,2022
1824,18,16,1618
1825,18,15,1518
1826,19,15,1519
1827,15,19,1519
1828,22,19,1922
1829,15,19,1519
1830,22,19,1922
1831,19,22,1922
1832,18,15,1518
1833,15,19,1519
1834,22,19,1922
1835,19,22,1922
1836,16,15,1516
1837,22,19,1922
1838,18,19,1819
1839,18,16,1618
1840,22,20,2022
1841,22,19,1922
1842,19,22,1922
1843,19,22,1922
1844,20,19,1920
1845,18,19,1819
1846,19,22,1922
1847,19,20,1920
1848,19,22,1922
1849,18,15,1518
1850,19,22,1922
1851,18,16,1618
1852,16,18,1618
1853,15,19,1519
1854,15,16,1516
1855,5,16,516
1856,22,19,1922
1857,18,15,1518
1858,15,18,1518
1859,22,19,1922
1860,22,19,1922
1861,22,19,1922
1862,18,15,1518
1863,18,15,1518
1864,15,18,1518
1865,18,19,1819
1866,18,15,1518
1867,22,19,1922
1868,18,16,1618
1869,19,15,1519
1870,18,16,1618
1871,22,19,1922
1872,22,19,1922
1873,22,19,1922
1874,22,19,1922
1875,22,19,1922
1876,18,19,1819
1877,22,20,2022
1878,22,19,1922
1879,22,19,1922
1880,18,24,1824
1881,18,19,1819
1882,18,22,1822
1883,18,15,1518
1884,18,24,1824
1885,22,19,1922
1886,22,19,1922
1887,15,18,1518
1888,18,24,1824
1889,22,19,1922
1890,18,19,1819
1891,15,19,1519
1892,22,19,1922
1893,22,19,1922
1894,22,32,2232
1895,22,19,1922
1896,18,15,1518
1897,18,19,1819
1898,18,19,1819
1899,18,19,1819
1900,18,15,1518
1901,18,15,1518
1902,22,19,1922
1903,18,16,1618
1904,15,19,1519
1905,22,20,2022
1906,18,15,1518
1907,15,18,1518
1908,15,19,1519
1909,19,18,1819
1910,22,19,1922
1911,22,19,1922
1912,15,18,1518
1913,15,19,1519
1914,15,18,1518
1915,15,19,1519
1916,15,19,1519
1917,15,16,1516
1918,22,19,1922
1919,22,19,1922
1920,22,19,1922
1921,18,15,1518
1922,18,15,1518
1923,15,19,1519
1924,19,22,1922
1925,22,19,1922
1926,22,19,1922
1927,19,22,1922
1928,19,18,1819
1929,19,18,1819
1930,22,19,1922
1931,18,19,1819
1932,18,19,1819
1933,18,15,1518
1934,15,19,1519
1935,18,19,1819
1936,18,19,1819
1937,15,18,1518
1938,22,19,1922
1939,15,18,1518
1940,22,19,1922
1941,18,19,1819
1942,18,15,1518
1943,15,19,1519
1944,18,16,1618
1945,22,20,2022
1946,18,24,1824
1947,22,19,1922
1948,15,18,1518
1949,15,18,1518
1950,18,19,1819
1951,15,19,1519
1952,15,19,1519
1953,22,19,1922
1954,18,19,1819
1955,18,15,1518
1956,18,19,1819
1957,15,18,1518
1958,15,19,1519
1959,15,18,1518
1960,22,19,1922
1961,18,15,1518
1962,15,18,1518
1963,22,19,1922
1964,22,19,1922
1965,22,19,1922
1966,22,18,1822
1967,18,15,1518
1968,18,19,1819
1969,15,19,1519
1970,18,16,1618
1971,15,18,1518
1972,18,15,1518
1973,18,16,1618
1974,18,19,1819
1975,15,19,1519
1976,18,15,1518
1977,18,15,1518
1978,19,15,1519
1979,19,18,1819
1980,15,18,1518
1981,18,19,1819
1982,18,15,1518
1983,18,15,1518
1984,18,19,1819
1985,18,15,1518
1986,18,15,1518
1987,18,15,1518
1988,18,15,1518
1989,22,19,1922
1990,18,19,1819
1991,15,18,1518
1992,19,16,1619
1993,18,16,1618
1994,18,15,1518
1995,18,19,1819
1996,18,15,1518
1997,22,19,1922
1998,18,15,1518
1999,22,19,1922
2000,22,32,2232
2001,18,15,1518
2002,22,19,1922
2003,22,20,2022
2004,22,19,1922
2005,18,16,1618
2006,22,19,1922
2007,23,21,2123
2008,21,20,2021
2009,22,19,1922
2010,18,15,1518
2011,18,19,1819
2012,22,19,1922
2013,22,19,1922
2014,19,15,1519
2015,18,15,1518
2016,18,15,1518
2017,22,19,1922
2018,15,16,1516
2019,19,22,1922
2020,19,22,1922
2021,15,19,1519
2022,0,1,01
2023,18,15,1518
2024,18,19,1819
2025,18,19,1819
2026,22,19,1922
2027,22,19,1922
2028,22,19,1922
2029,15,32,1532
2030,18,15,1518
2031,22,15,1522
2032,22,19,1922
2033,22,19,1922
2034,22,19,1922
2035,15,18,1518
2036,18,15,1518
2037,22,18,1822
2038,19,22,1922
2039,18,16,1618
2040,22,15,1522
2041,19,15,1519
2042,19,22,1922
2043,15,32,1532
2044,18,16,1618
2045,15,32,1532
2046,18,15,1518
2047,18,16,1618
2048,18,15,1518
2049,15,18,1518
2050,22,19,1922
2051,22,20,2022
2052,22,19,1922
2053,22,19,1922
2054,22,19,1922
2055,22,19,1922
2056,22,19,1922
2057,22,19,1922
2058,15,19,1519
2059,22,19,1922
2060,18,19,1819
2061,15,16,1516
2062,18,19,1819
2063,15,18,1518
2064,18,16,1618
2065,19,15,1519
2066,22,19,1922
2067,22,19,1922
2068,18,15,1518
2069,22,19,1922
2070,19,22,1922
2071,18,15,1518
2072,16,18,1618
2073,18,15,1518
2074,19,22,1922
2075,19,15,1519
2076,15,19,1519
2077,21,16,1621
2078,19,22,1922
2079,19,22,1922
2080,15,18,1518
2081,18,15,1518
2082,21,26,2126
2083,22,32,2232
2084,19,22,1922
2085,19,18,1819
2086,15,18,1518
2087,15,18,1518
2088,15,1,115
2089,15,1,115
2090,19,32,1932
2091,19,22,1922
2092,6,1,16
2093,6,1,16
2094,18,15,1518
2095,15,18,1518
2096,20,19,1920
2097,18,15,1518
2098,18,15,1518
2099,16,19,1619
2100,22,19,1922
2101,18,15,1518
2102,15,2,215
2103,19,15,1519
2104,20,19,1920
2105,18,15,1518
2106,18,19,1819
2107,6,1,16
2108,18,15,1518
2109,19,22,1922
2110,19,22,1922
2111,19,22,1922
2112,17,20,1720
2113,18,19,1819
2114,19,22,1922
2115,19,22,1922
2116,18,19,1819
2117,22,19,1922
2118,18,15,1518
2119,22,19,1922
2120,18,15,1518
2121,18,19,1819
2122,15,18,1518
2123,22,19,1922
2124,18,24,1824
2125,22,19,1922
2126,22,19,1922
2127,22,19,1922
2128,22,19,1922
2129,22,19,1922
2130,15,19,1519
2131,21,16,1621
2132,15,18,1518
2133,15,18,1518
2134,18,15,1518
2135,22,19,1922
2136,19,20,1920
2137,19,18,1819
2138,19,18,1819
2139,22,19,1922
2140,18,15,1518
2141,15,4,415
2142,18,15,1518
2143,19,20,1920
2144,22,19,1922
2145,15,18,1518
2146,18,15,1518
2147,18,15,1518
2148,19,22,1922
2149,22,32,2232
2150,22,19,1922
2151,18,15,1518
2152,22,19,1922
2153,18,15,1518
2154,16,5,516
2155,19,15,1519
2156,20,19,1920
2157,22,19,1922
2158,15,19,1519
2159,18,19,1819
2160,15,18,1518
2161,22,20,2022
2162,18,15,1518
2163,22,19,1922
2164,22,19,1922
2165,18,15,1518
2166,18,15,1518
2167,18,15,1518
2168,18,15,1518
2169,22,19,1922
2170,16,15,1516
2171,19,16,1619
2172,22,19,1922
2173,18,15,1518
2174,15,4,415
2175,15,19,1519
2176,18,19,1819
2177,19,20,1920
2178,19,15,1519
2179,15,19,1519
2180,15,18,1518
2181,18,16,1618
2182,18,15,1518
2183,15,18,1518
2184,18,16,1618
2185,16,18,1618
2186,18,15,1518
2187,15,18,1518
2188,18,19,1819
2189,15,16,1516
2190,15,19,1519
2191,15,16,1516
2192,22,19,1922
2193,18,15,1518
2194,22,19,1922
2195,19,22,1922
2196,18,15,1518
2197,22,19,1922
2198,19,18,1819
2199,15,18,1518
2200,19,18,1819
2201,15,19,1519
2202,22,32,2232
2203,22,19,1922
2204,15,18,1518
2205,18,15,1518
2206,15,18,1518
2207,15,16,1516
2208,18,15,1518
2209,18,16,1618
2210,22,20,2022
2211,22,19,1922
2212,18,15,1518
2213,22,20,2022
2214,18,16,1618
2215,22,19,1922
2216,22,19,1922
2217,15,29,1529
2218,18,16,1618
2219,18,15,1518
2220,22,19,1922
2221,19,18,1819
2222,18,19,1819
2223,22,19,1922
2224,22,19,1922
2225,15,19,1519
2226,22,18,1822
2227,22,19,1922
2228,22,32,2232
2229,22,19,1922
2230,22,19,1922
2231,18,19,1819
2232,18,15,1518
2233,18,19,1819
2234,15,19,1519
2235,18,15,1518
2236,18,15,1518
2237,18,16,1618
2238,18,15,1518
2239,15,18,1518
2240,18,24,1824
2241,15,19,1519
2242,19,22,1922
2243,18,15,1518
2244,18,15,1518
2245,19,22,1922
2246,15,18,1518
2247,19,16,1619
2248,17,19,1719
2249,15,19,1519
2250,19,22,1922
2251,15,4,415
2252,18,15,1518
2253,15,18,1518
2254,22,19,1922
2255,18,15,1518
2256,18,15,1518
2257,22,19,1922
2258,22,19,1922
2259,15,24,1524
2260,22,20,2022
2261,19,20,1920
2262,16,21,1621
2263,18,19,1819
2264,18,15,1518
2265,21,16,1621
2266,18,15,1518
2267,18,15,1518
2268,15,18,1518
2269,22,19,1922
2270,18,15,1518
2271,18,4,418
2272,20,6,620
2273,18,15,1518
2274,15,16,1516
2275,22,19,1922
2276,15,16,1516
2277,22,19,1922
2278,18,16,1618
2279,19,32,1932
2280,24,15,1524
2281,18,15,1518
2282,18,15,1518
2283,15,16,1516
2284,18,15,1518
2285,22,19,1922
2286,18,16,1618
2287,15,16,1516
2288,19,18,1819
2289,5,30,530
2290,15,10,1015
2291,22,19,1922
2292,21,5,521
2293,18,19,1819
2294,22,19,1922
2295,15,19,1519
2296,18,15,1518
2297,18,15,1518
2298,18,15,1518
2299,18,15,1518
2300,18,15,1518
2301,18,15,1518
2302,18,19,1819
2303,18,15,1518
2304,15,19,1519
2305,22,20,2022
2306,18,16,1618
2307,18,15,1518
2308,15,29,1529
2309,18,4,418
2310,15,0,015
2311,16,15,1516
2312,19,18,1819
2313,22,20,2022
2314,19,15,1519
2315,19,15,1519
2316,22,19,1922
2317,24,15,1524
2318,22,19,1922
2319,15,19,1519
2320,18,15,1518
2321,15,19,1519
2322,18,16,1618
2323,18,19,1819
2324,22,19,1922
2325,15,24,1524
2326,20,22,2022
2327,19,18,1819
2328,22,19,1922
2329,19,29,1929
2330,29,18,1829
2331,15,4,415
2332,18,16,1618
2333,18,15,1518
2334,22,15,1522
2335,18,15,1518
2336,18,24,1824
2337,22,19,1922
2338,15,19,1519
2339,22,18,1822
2340,18,15,1518
2341,22,19,1922
2342,22,19,1922
2343,21,16,1621
2344,19,15,1519
2345,15,19,1519
2346,22,32,2232
2347,18,19,1819
2348,18,19,1819
2349,18,19,1819
2350,15,4,415
2351,22,19,1922
2352,18,16,1618
2353,19,15,1519
2354,22,32,2232
2355,15,18,1518
2356,15,19,1519
2357,22,20,2022
2358,22,18,1822
2359,22,19,1922
2360,22,19,1922
2361,22,19,1922
2362,18,15,1518
2363,22,19,1922
2364,18,15,1518
2365,18,15,1518
2366,22,32,2232
2367,15,19,1519
2368,15,18,1518
2369,22,19,1922
2370,22,19,1922
2371,18,22,1822
2372,18,15,1518
2373,18,19,1819
2374,18,15,1518
2375,22,20,2022
2376,15,16,1516
2377,15,18,1518
2378,15,5,515
2379,18,15,1518
2380,22,19,1922
2381,18,16,1618
2382,18,19,1819
2383,18,16,1618
2384,22,15,1522
2385,19,20,1920
2386,22,19,1922
2387,19,18,1819
2388,18,15,1518
2389,18,24,1824
2390,22,20,2022
2391,22,20,2022
2392,18,15,1518
2393,18,16,1618
2394,18,19,1819
2395,18,15,1518
2396,18,15,1518
2397,19,22,1922
2398,20,19,1920
2399,18,16,1618
2400,18,15,1518
2401,15,18,1518
2402,22,18,1822
2403,32,22,2232
2404,15,4,415
2405,22,19,1922
2406,23,21,2123
2407,18,19,1819
2408,15,19,1519
2409,18,19,1819
2410,15,19,1519
2411,15,16,1516
2412,22,20,2022
2413,22,19,1922
2414,22,19,1922
2415,22,19,1922
2416,15,18,1518
2417,18,15,1518
2418,18,15,1518
2419,15,0,015
2420,18,19,1819
2421,22,20,2022
2422,18,19,1819
2423,18,15,1518
2424,22,19,1922
2425,15,19,1519
2426,15,16,1516
2427,19,22,1922
2428,15,16,1516
2429,18,15,1518
2430,15,4,415
2431,18,15,1518
2432,18,16,1618
2433,22,19,1922
2434,22,19,1922
2435,22,19,1922
2436,22,19,1922
2437,22,19,1922
2438,22,19,1922
2439,22,19,1922
2440,22,19,1922
2441,22,19,1922
2442,22,19,1922
2443,15,22,1522
2444,19,18,1819
2445,19,22,1922
2446,15,18,1518
2447,15,19,1519
2448,19,15,1519
2449,18,15,1518
2450,18,15,1518
2451,18,19,1819
2452,15,18,1518
2453,15,18,1518
2454,19,22,1922
2455,18,15,1518
2456,15,18,1518
2457,18,15,1518
2458,18,19,1819
2459,22,19,1922
2460,15,19,1519
2461,18,15,1518
2462,22,19,1922
2463,18,15,1518
2464,18,15,1518
2465,18,15,1518
2466,15,18,1518
2467,18,15,1518
2468,15,18,1518
2469,19,22,1922
2470,18,15,1518
2471,15,19,1519
2472,19,15,1519
2473,18,19,1819
2474,22,19,1922
2475,19,22,1922
2476,18,15,1518
2477,22,19,1922
2478,15,19,1519
2479,18,15,1518
2480,19,18,1819
2481,15,18,1518
2482,22,32,2232
2483,22,15,1522
2484,18,15,1518
